,momentum,quality,growth,vol,value,size,sector_0.0,sector_1.0,sector_2.0,sector_3.0,sector_4.0,sector_5.0,sector_6.0,sector_7.0,sector_8.0,sector_9.0
2006-01-31,0.009528977562647773,-0.00024815921151215606,0.004310408130692833,0.016967453839114476,-0.006327470710092618,-0.014043675193355719,0.0457265668774212,0.07603124456126621,0.05214874990101386,0.02842795120084445,0.14168820628982648,0.059271216896180076,0.036559625383885054,0.04135635345209205,0.08894087818898147,0.0426183471368864
2006-02-28,-0.004078459991650541,-0.0018098609077525705,-0.0005799235974096146,-0.010413067769168154,0.004047557165803653,-0.005790695419034411,0.03311068440213071,-0.013753795653013233,0.015481792642242285,0.00020709618938845016,-0.08945557873843502,0.002659825837978213,0.014990309476950448,0.003814398813237843,0.048625861697213925,-0.002385820280201812
2006-03-31,0.006343582768781886,0.0041084530366478755,0.00041399947569018057,0.0029811855406233186,-0.0029033781588221515,-0.009964758451845895,0.05673824578870723,0.05434038841048877,0.025880794940322818,0.02161556053631617,0.05171802298928216,0.027653677310529944,-0.0007586347337929442,0.03216328838015056,0.05747808871739821,-0.033031422216302925
2006-04-28,-0.00206486952021174,-0.0034663129969634767,0.0018167874099031956,0.004898032012013846,-0.0007769080100811937,0.0028480469092323564,0.022766137107035414,0.03803302306131658,0.031730866458593965,0.009255502067863058,0.04926189847417911,-0.001234651195220861,-0.0343986122754926,0.014247293121803756,-0.00034014505272186315,0.01995714303193622
2006-05-31,-0.01114049847634847,-0.0014957377403648255,0.005208111091731285,-0.01083364597220822,-0.003090366523857916,-0.0024736986805576995,-0.02774234511968892,-0.033523982819524734,-0.040305277568052,-0.02464244783477912,-0.008756136092201775,-0.07005337345218685,-0.025566894869876625,0.002637535494650442,-0.037348223239529105,-0.0029158535963701515
2006-06-30,0.004088907085991522,0.003359226137367716,-0.0005201245155423971,0.0038168644832384862,0.0012603989692767915,0.0021535725923434697,0.004031043780365727,-0.00045318754218062426,0.00199732470134579,-0.002016764918705719,0.011928912205216122,-0.020449335207663927,0.0028880402018387616,0.015546211002308663,0.045258277385253017,0.0269370512270916
2006-07-31,-0.0008386066371208736,-0.003357975499257876,0.004849196352425124,-0.01965785100566676,0.0036682560763752065,0.005137455786062464,-0.0790763555739241,-0.03183226984369519,-0.00589808125503373,-0.04192939283396421,0.025879922749889768,-0.0400777947882103,0.03351284060340376,-0.008956161496335907,0.017320648665293932,0.03566918223957081
2006-08-31,-0.014168343629297614,-0.002246429646954134,0.0007415978286233786,0.000716531411976631,-0.0009022421630742901,-0.0027572482983705196,0.016850305256317984,0.030820380301170375,0.02159974632724728,0.028935237355725882,-0.03926729649493945,0.07847588395531149,0.029528538366769535,0.030127641841625405,0.02640779955454091,0.022668010565385605
2006-09-29,0.001906789319015321,0.0035259676793237688,-0.0027571710318606848,0.0016345121162386679,0.0023963674056254104,0.003142400355858272,0.03173152661984002,0.003772128520509392,0.0388572510662064,0.06034115582265491,-0.056094586466409475,0.03802997159898508,0.009507547633810471,0.007342459661092284,0.038322958382273675,-0.017745496816531994
2006-10-31,0.0006451517635857212,0.004005733542877456,-0.0034503013612141925,0.0035969271858585315,-0.005712967700032494,-0.0015212042663296978,0.04440335583139212,0.07031403178237464,0.0373031214138426,0.06403073141818395,0.05170556263460485,0.03251764699817798,0.009801500327273513,0.014798049390665521,0.029627642284662248,0.0638124766134848
2006-11-30,-0.0015387394250547894,0.0009740509439857921,-0.0016653579447213954,0.0046461657728606096,-0.0006759950820631969,-0.008724471304029185,0.035166917268642905,0.05762156903295332,0.02786788976018559,0.023721945483381503,0.08959944958109825,0.0428988041794771,0.006250376154470714,0.006791686650989263,0.01678683342696438,0.04273491014818413
2006-12-29,0.0032900358454035876,-0.005847860462710471,-0.0012295874549379544,-0.010045528713091322,0.009026328698746606,0.0007482285652823231,-0.002000982654938246,0.010721015062714301,0.015844855295574087,0.01805007328671545,-0.04089778590163547,-0.004036709856478299,0.014682301349589194,0.016396479553446513,0.03207095325829748,-0.006668683473424477
2007-01-31,0.004486858012741617,0.00015942342615529997,-0.0030135474260022067,0.0095727919196451,-0.003352999981415511,-0.005865548334251616,0.04174086302737179,0.04827993730520494,0.03860722691270983,0.0330018758170077,0.007831761705702798,0.017811987394972608,0.043185512919392086,0.03487527344147458,0.032747166313999924,0.010443334560339919
2007-02-28,-0.0035355766857480637,0.0010494937470588365,-0.0028231118344297403,-0.0005383298895079632,-0.00034039994072422976,-0.014090738742722557,0.007765762691288799,0.03515896176157279,-0.01143951128472703,-0.015360941440523275,0.003647208357548947,-0.004461611921345804,-0.0061433402218150765,-0.0004159860551900059,0.020937983748622765,0.05041476991086244
2007-03-30,0.011158996031330085,-0.0011034616225724533,0.004369906621704038,0.003614061831152725,0.0023660393881597993,0.0008459379497268464,0.010581462374646165,0.013807337217382677,-0.011547885919002448,0.0005061867488635253,0.06083795630229552,0.0022281107230899527,0.017004948989322984,0.02388644403929003,0.01178829906362915,0.0470515724276641
2007-04-30,-0.006857888418369784,0.00592054957273841,0.0011384601571678937,0.00690819890665924,0.0007904462754620358,0.0009136489190469401,0.047588686332013214,0.030190085574170245,0.03821756955542899,0.032531817314469524,0.049804090627218744,0.03716202457961805,0.06658696183401726,0.03472366369477914,0.017429843066607737,0.05399221912592885
2007-05-31,0.002083492613512003,0.0019404404982739762,0.0022091527843345646,0.007151421303282959,0.0004094262559809778,-0.0010358448453466893,0.062167841203909176,0.051750159940294416,0.02681216725657154,0.031541386560255166,0.07477774250121709,0.036745125373210216,0.021912598092216583,0.017094838898838546,0.10049029143653024,0.015185497525707813
2007-06-29,0.0005560097358140031,0.00042340671532308134,0.002314071602187255,-0.0010136939915924934,-0.003607889736513181,0.0006475771076222788,0.0013524453174620008,0.003145091580973097,-0.040473615260402364,-0.015600772213595248,0.01369339620583757,0.00575514053814699,-0.02932504291833417,-0.016824427135987637,-0.03185031799507799,-0.05437055296688073
2007-07-31,0.0026609113824961296,0.006059245754832808,0.004882884155386979,-0.0017723252926251424,-0.015075897591586417,0.0084311453190462,-0.0012517291724820573,-0.020199950117376936,-0.06754418169910927,-0.06145435307993727,-0.004100772202029976,-0.025761924971175337,-0.04209228546233471,-0.040601311146771,-0.03649525551687699,-0.03711400870971911
